IdxCd,IdxNm,TrdDt,OpPr,HiPr,LoPr,ClPr
399001,深证成指,2012-04-09,9739.07,9802.23,9650.57,9710.91
399001,深证成指,2012-04-10,9682.83,9795.97,9516.89,9795.97
399001,深证成指,2012-04-11,9683.11,9920.34,9666.53,9802.32
399001,深证成指,2012-04-12,9817.78,10013.20,9779.68,10007.65
399001,深证成指,2012-04-13,10043.26,10116.12,10008.67,10043.72
399001,深证成指,2012-04-16,9975.63,10063.67,9954.89,10000.31
399001,深证成指,2012-04-17,9999.20,10022.55,9837.78,9839.92
399001,深证成指,2012-04-18,9888.05,10082.82,9842.07,10069.53
399001,深证成指,2012-04-19,10049.77,10080.00,9971.62,10015.41
399001,深证成指,2012-04-20,10004.28,10144.54,9996.72,10131.03
399001,深证成指,2012-04-23,10142.00,10154.51,10034.25,10076.05
399001,深证成指,2012-04-24,10010.35,10180.08,9841.44,10041.89
399001,深证成指,2012-04-25,10012.85,10182.09,9993.69,10162.01
399001,深证成指,2012-04-26,10182.46,10258.57,10152.05,10201.65
399001,深证成指,2012-04-27,10191.09,10244.98,10172.52,10180.39
399001,深证成指,2012-05-02,10319.48,10500.15,10253.04,10424.94
399001,深证成指,2012-05-03,10415.29,10479.60,10400.32,10468.38
399001,深证成指,2012-05-04,10464.59,10576.21,10410.94,10573.60
399001,深证成指,2012-05-07,10512.69,10616.28,10509.76,10612.89
399001,深证成指,2012-05-08,10604.96,10605.35,10413.45,10524.68
399001,深证成指,2012-05-09,10410.84,10410.84,10282.82,10294.58
399001,深证成指,2012-05-10,10287.76,10342.34,10255.25,10277.62
399001,深证成指,2012-05-11,10261.55,10342.80,10210.73,10211.41
399001,深证成指,2012-05-14,10278.94,10284.90,10091.00,10093.38
399001,深证成指,2012-05-15,10027.40,10139.25,10009.52,10131.81
399001,深证成指,2012-05-16,10099.81,10099.81,9916.47,9916.47
399001,深证成指,2012-05-17,9942.18,10105.95,9915.81,10079.48
399001,深证成指,2012-05-18,9995.91,10049.92,9880.04,9903.09
399001,深证成指,2012-05-21,9893.77,10060.08,9870.35,9977.56
399001,深证成指,2012-05-22,10030.54,10180.27,10022.73,10180.27
399001,深证成指,2012-05-23,10142.91,10218.33,10055.93,10143.20
399001,深证成指,2012-05-24,10122.57,10187.14,9951.27,9984.58
399001,深证成指,2012-05-25,9980.18,10003.83,9848.92,9884.96
399001,深证成指,2012-05-28,9816.78,10108.37,9755.59,10104.10
399001,深证成指,2012-05-29,10101.40,10271.36,10087.48,10214.74
399001,深证成指,2012-05-30,10196.53,10241.31,10135.38,10162.34
399001,深证成指,2012-05-31,10089.95,10194.58,10050.08,10141.41
399001,深证成指,2012-06-01,10142.12,10262.05,10095.33,10145.80
399001,深证成指,2012-06-04,9988.53,10085.40,9871.04,9874.52
399001,深证成指,2012-06-05,9899.65,9941.54,9816.76,9847.12
399001,深证成指,2012-06-06,9863.70,9897.74,9772.47,9812.98
399001,深证成指,2012-06-07,9921.31,9937.11,9730.58,9755.64
399001,深证成指,2012-06-08,9839.68,9843.90,9685.34,9707.18
399001,深证成指,2012-06-11,9731.80,9895.59,9704.44,9849.77
399001,深证成指,2012-06-12,9800.87,9875.25,9773.66,9790.20
399001,深证成指,2012-06-13,9835.41,9950.05,9795.06,9950.05
399001,深证成指,2012-06-14,9937.35,10002.50,9881.15,9885.29
399001,深证成指,2012-06-15,9906.58,9951.37,9760.05,9885.65
399001,深证成指,2012-06-18,9921.23,10020.07,9916.30,9979.06
399001,深证成指,2012-06-19,9954.00,9954.00,9829.66,9848.16
