,open,high,low,close,volume,money
2007-11-16,5273.08,5335.51,5224.31,5316.27,3738733100.00,61636813375.00
2007-11-19,5325.30,5333.09,5240.42,5269.82,4109773100.00,63156668426.00
2007-11-20,5230.74,5338.17,5158.54,5293.70,4905739800.00,79327370645.00
2007-11-21,5307.79,5344.93,5206.57,5214.23,4123160900.00,65960121678.00
2007-11-22,5113.88,5154.86,4969.89,4984.16,4037033000.00,64731749519.00
2007-11-23,4946.26,5034.23,4896.99,5032.13,3087296200.00,50207938676.00
2007-11-26,5102.53,5124.89,4952.43,4958.85,3675579700.00,60055135786.00
2007-11-27,4919.91,4947.08,4857.04,4861.11,3083386400.00,52767856410.00
2007-11-28,4870.84,4907.76,4778.73,4803.39,3275675700.00,53258090310.00
2007-11-29,4870.86,5011.19,4814.78,5003.33,5007154500.00,81196484473.00
2007-11-30,4993.74,4993.74,4861.86,4871.78,4331466200.00,70500393745.00
2007-12-03,4838.56,4899.67,4798.01,4868.61,5375077500.00,70035318108.00
2007-12-04,4882.15,4971.40,4882.15,4915.89,4283576600.00,60774976314.00
2007-12-05,4917.36,5052.75,4893.32,5042.65,5429978600.00,79741842419.00
2007-12-06,5055.84,5065.51,4995.47,5035.07,4315931100.00,64467198004.00
2007-12-07,5038.48,5096.80,5021.37,5091.76,4996157400.00,71663449290.00
2007-12-10,5010.83,5168.76,4990.72,5161.92,6881788900.00,107481990179.00
2007-12-11,5180.54,5209.70,5103.75,5175.08,6684842700.00,106437709230.00
2007-12-12,5148.25,5149.93,5054.56,5095.54,7215622700.00,112955426515.00
2007-12-13,5078.18,5095.15,4954.36,4958.04,6728332400.00,105088959321.00
2007-12-14,4899.75,5011.20,4860.16,5007.91,5305272700.00,81629334280.00
2007-12-17,5007.28,5007.35,4874.62,4876.76,6354672200.00,101523460515.00
2007-12-18,4856.47,4905.49,4812.16,4836.17,4055804700.00,64859941016.00
2007-12-19,4878.07,4960.42,4868.35,4941.78,5627577500.00,86406307921.00
2007-12-20,4965.29,5050.78,4923.30,5043.53,5774268900.00,87842464915.00
2007-12-21,5017.19,5112.39,5013.76,5101.78,6614270500.00,103477896497.00
2007-12-24,5132.91,5284.34,5104.65,5234.26,8508042200.00,140185415582.00
2007-12-25,5233.18,5254.40,5178.80,5201.18,7102362400.00,125073744010.00
2007-12-26,5209.03,5262.59,5158.76,5233.35,7445862800.00,122851642493.00
2007-12-27,5248.22,5316.52,5203.50,5308.89,8732418400.00,147037686579.00
2007-12-28,5320.01,5336.50,5248.69,5261.56,7718703800.00,133680401622.00
2008-01-02,5265.00,5295.02,5201.89,5272.81,7656660900.00,133028308582.00
2008-01-03,5269.80,5321.46,5211.05,5319.86,9851032300.00,170429834594.00
2008-01-04,5328.41,5372.46,5318.46,5361.57,8087523800.00,145545034987.00
2008-01-07,5357.45,5403.35,5332.60,5393.34,9193300100.00,162225795987.00
2008-01-08,5414.56,5480.07,5344.65,5386.53,10247786300.00,184600542494.00
2008-01-09,5365.22,5437.76,5346.85,5435.81,7680586200.00,139448986326.00
2008-01-10,5449.16,5483.83,5407.31,5456.54,9655328500.00,174138308106.00
2008-01-11,5471.39,5500.06,5423.81,5484.68,8772475000.00,155874958881.00
2008-01-14,5507.58,5522.78,5456.93,5497.90,7871409000.00,142250729150.00
2008-01-15,5503.93,5505.03,5405.60,5443.79,8071950600.00,151530590962.00
2008-01-16,5395.28,5396.04,5288.77,5290.61,8927834100.00,161954601881.00
2008-01-17,5235.91,5312.29,5039.79,5151.63,9894195200.00,174740177296.00
2008-01-18,5141.37,5187.60,5093.13,5180.51,6863562500.00,118366922100.00
2008-01-21,5188.80,5200.93,4891.28,4914.44,7564395800.00,130341708797.00
2008-01-22,4818.00,4818.00,4511.95,4559.75,9249135100.00,154837414462.00
2008-01-23,4572.90,4705.07,4510.50,4703.05,8796397300.00,140348152218.00
2008-01-24,4753.44,4767.80,4625.46,4717.73,9003815800.00,149235591804.00
2008-01-25,4716.98,4806.89,4657.71,4761.69,7792837000.00,129423208442.00
2008-01-28,4720.56,4720.56,4409.08,4419.29,6935025700.00,108808414720.00
2008-01-29,4426.27,4517.60,4389.52,4457.94,5035622000.00,79564816502.00
2008-01-30,4505.64,4554.34,4330.70,4417.85,5508003700.00,92566887231.00
2008-01-31,4408.02,4487.32,4368.30,4383.39,4514155800.00,76189312077.00
2008-02-01,4388.25,4411.70,4195.75,4320.77,5930714200.00,96452528217.00
2008-02-04,4415.02,4672.21,4415.02,4672.17,6337457800.00,109153400497.00
2008-02-05,4622.54,4662.97,4550.43,4599.70,5261968400.00,93410147301.00
2008-02-13,4525.03,4547.54,4454.64,4490.72,3691415100.00,61549818305.00
2008-02-14,4527.05,4576.98,4507.94,4552.32,3491300500.00,57516976533.00
2008-02-15,4523.79,4523.79,4431.46,4497.13,4138651600.00,66980796498.00
2008-02-18,4546.75,4601.22,4517.60,4568.15,5582461000.00,92538618791.00
2008-02-19,4582.28,4665.55,4544.94,4664.30,6066318800.00,103356946585.00
2008-02-20,4682.59,4695.80,4556.81,4567.03,6647465300.00,114782705268.00
2008-02-21,4534.17,4568.21,4452.68,4527.18,6130914800.00,100295840097.00
2008-02-22,4500.39,4500.39,4333.03,4370.28,6760198300.00,109824503749.00
2008-02-25,4370.19,4391.33,4182.77,4192.53,5881193500.00,93047459906.00
2008-02-26,4302.73,4331.64,4123.31,4238.18,5568663100.00,89872770439.00
2008-02-27,4256.53,4360.70,4222.46,4334.05,5052499100.00,82967322680.00
2008-02-28,4343.28,4344.93,4265.50,4299.51,4792225300.00,75527784864.00
2008-02-29,4293.53,4364.81,4275.90,4348.54,4783538300.00,75515513719.00
2008-03-03,4323.70,4456.96,4279.35,4438.27,7851384000.00,125329686529.00
2008-03-04,4454.18,4472.15,4321.27,4335.45,8695651500.00,135912352602.00
2008-03-05,4316.25,4352.82,4210.96,4292.65,7410968000.00,113543589994.00
2008-03-06,4310.35,4427.50,4260.79,4360.99,8493214500.00,133186791725.00
2008-03-07,4315.81,4341.30,4265.83,4300.52,5674740200.00,92203521881.00
2008-03-10,4265.61,4265.61,4120.53,4146.30,6568220500.00,97355257730.00
2008-03-11,4121.65,4165.91,4063.47,4165.88,5133343900.00,79620807569.00
2008-03-12,4254.67,4272.98,4068.78,4070.12,5722445800.00,88663903677.00
2008-03-13,4033.32,4055.45,3902.25,3971.26,6365340000.00,96343796075.00
2008-03-14,3956.75,4000.78,3891.70,3962.67,4140725700.00,64286805135.00
2008-03-17,3941.26,3941.26,3813.00,3820.05,4910027300.00,73613176822.00
2008-03-18,3789.57,3862.77,3607.25,3668.90,5786100100.00,79535892252.00
2008-03-19,3746.05,3813.89,3677.82,3761.61,6158664300.00,88277827845.00
2008-03-20,3721.50,3857.62,3516.33,3804.05,7326269400.00,106243521686.00
2008-03-21,3790.11,3838.06,3746.39,3796.58,6509346400.00,96409712714.00
2008-03-24,3830.35,3840.48,3624.94,3626.19,5895967800.00,88537601512.00
2008-03-25,3559.94,3659.21,3521.53,3629.62,5276533600.00,77829673385.00
2008-03-26,3644.13,3698.32,3591.11,3606.86,4625181800.00,70507849558.00
2008-03-27,3541.28,3541.28,3407.90,3411.49,5506986600.00,76938808898.00
2008-03-28,3378.63,3590.75,3357.23,3580.15,6329168400.00,90291919934.00
2008-03-31,3465.91,3555.82,3445.56,3472.71,4711346900.00,66825473192.00
2008-04-01,3461.09,3493.13,3308.90,3329.16,5483137600.00,73093942424.00
2008-04-02,3370.60,3464.53,3283.64,3347.88,6548728600.00,86430288912.00
2008-04-03,3323.43,3456.95,3271.29,3446.24,5088922400.00,66413044115.00
2008-04-07,3418.52,3613.48,3386.51,3599.62,6099453700.00,84589696329.00
2008-04-08,3604.26,3656.96,3563.85,3612.54,6548482300.00,92719515541.00
2008-04-09,3585.85,3606.89,3413.07,3413.91,5985204900.00,81203386708.00
2008-04-10,3378.14,3474.31,3344.87,3471.74,4545515000.00,59699251838.00
2008-04-11,3498.55,3517.82,3462.14,3492.89,4328424400.00,58985569091.00
2008-04-14,3419.05,3427.88,3285.30,3296.67,5031170600.00,66952393944.00
2008-04-15,3282.57,3349.76,3212.15,3348.35,4466845700.00,59030368638.00
2008-04-16,3349.93,3363.22,3283.08,3291.60,4009118400.00,53205727027.00
2008-04-17,3286.41,3352.95,3180.20,3222.74,4584330500.00,62507958589.00
2008-04-18,3200.57,3203.71,3078.17,3094.67,4366534300.00,54581267300.00
2008-04-21,3305.15,3305.17,3073.56,3116.98,5995529300.00,79571085168.00
2008-04-22,3076.72,3148.73,2990.79,3147.79,4878741300.00,58797233750.00
2008-04-23,3116.41,3296.72,3089.89,3278.33,6623512500.00,86113923587.00
2008-04-24,3539.87,3593.20,3461.64,3583.03,14206628700.00,189595479698.00
2008-04-25,3572.55,3658.55,3527.84,3557.75,12962102100.00,184722794193.00
2008-04-28,3497.38,3530.91,3460.26,3474.72,7574497500.00,109162265884.00
2008-04-29,3457.35,3544.23,3453.28,3523.41,6717525000.00,99574311147.00
2008-04-30,3545.57,3705.09,3543.02,3693.11,10761770800.00,156313294431.00
2008-05-05,3739.80,3768.22,3696.70,3761.01,9969691600.00,147566887336.00
2008-05-06,3735.85,3786.02,3680.99,3733.50,9893225000.00,148301709473.00
2008-05-07,3716.45,3774.07,3577.99,3579.15,9049714300.00,133546608637.00
2008-05-08,3538.92,3658.05,3523.03,3656.84,7517324200.00,108817352027.00
2008-05-09,3682.95,3693.16,3552.47,3613.49,8789842500.00,128933582111.00
2008-05-12,3548.61,3668.86,3521.88,3626.98,7989122000.00,116693604066.00
2008-05-13,3515.71,3615.06,3508.32,3560.24,9074717700.00,122656336264.00
2008-05-14,3549.67,3661.97,3549.67,3657.43,8859207800.00,122318730751.00
2008-05-15,3676.84,3706.72,3636.22,3637.32,8395532200.00,112578312550.00
2008-05-16,3637.64,3661.07,3582.50,3624.23,6481285300.00,89546567704.00
2008-05-19,3615.59,3624.84,3563.61,3604.76,4845016500.00,67598479734.00
2008-05-20,3601.55,3632.01,3432.38,3443.16,6637705300.00,88932320447.00
2008-05-21,3414.34,3560.53,3355.08,3544.19,7364107600.00,96569945231.00
2008-05-22,3493.07,3558.02,3469.79,3485.63,6850470300.00,93894974582.00
2008-05-23,3473.80,3521.39,3435.84,3473.09,5995055900.00,76183956588.00
2008-05-26,3442.29,3443.99,3361.99,3364.54,5277659600.00,67226185634.00
2008-05-27,3355.11,3383.68,3333.95,3375.41,4249931100.00,55213458049.00
2008-05-28,3382.77,3486.33,3354.25,3459.03,5247676000.00,68719496463.00
2008-05-29,3447.77,3481.73,3400.77,3401.44,5143993300.00,67304826844.00
2008-05-30,3414.25,3450.49,3390.88,3433.35,4849540700.00,64903877746.00
2008-06-02,3426.20,3483.61,3400.72,3459.04,4918607800.00,61959616284.00
2008-06-03,3456.58,3469.06,3409.23,3436.40,5664249400.00,69390159055.00
2008-06-04,3424.04,3428.47,3341.74,3369.91,4803815600.00,59171321529.00
2008-06-05,3355.93,3376.34,3326.54,3351.64,4183466300.00,53340180662.00
2008-06-06,3362.01,3371.28,3312.72,3329.67,3476321700.00,42763182378.00
2008-06-10,3202.11,3215.50,3045.06,3072.33,5090954600.00,60727533504.00
2008-06-11,3042.16,3064.20,2992.35,3024.24,4693934500.00,54181027485.00
2008-06-12,3011.56,3031.06,2900.12,2957.53,4953582400.00,56831225904.00
2008-06-13,2960.91,2976.45,2865.50,2868.80,4106943000.00,45180876471.00
2008-06-16,2876.29,2917.81,2811.72,2874.10,4038592400.00,43220736508.00
2008-06-17,2873.13,2893.47,2769.12,2794.75,4329814700.00,43840532576.00
2008-06-18,2772.37,2945.42,2729.71,2941.11,6634980300.00,69029288606.00
2008-06-19,2921.72,2921.72,2742.15,2748.87,5679582700.00,59626570971.00
2008-06-20,2811.08,2917.32,2695.63,2831.74,7415683000.00,79217445716.00
2008-06-23,2780.15,2813.14,2741.19,2760.42,4067003200.00,41900494857.00
2008-06-24,2747.32,2817.17,2728.83,2803.02,4838723100.00,49942894581.00
2008-06-25,2794.04,2910.48,2784.42,2905.01,6481910500.00,67510404545.00
2008-06-26,2904.09,2931.31,2851.12,2901.85,6551922800.00,69186564907.00
2008-06-27,2809.31,2822.26,2723.16,2748.43,6052991900.00,61718685206.00
2008-06-30,2724.40,2766.80,2693.40,2736.10,3851885400.00,40556340515.00
2008-07-01,2743.16,2753.33,2644.78,2651.61,4068142300.00,42996490238.00
2008-07-02,2656.04,2700.90,2627.90,2651.72,4018179300.00,43562554256.00
2008-07-03,2610.82,2746.37,2566.53,2703.53,6814671700.00,74072058340.00
2008-07-04,2691.21,2713.48,2645.83,2669.89,5729192800.00,62000179301.00
2008-07-07,2673.55,2801.53,2673.55,2792.40,7740584800.00,82037582147.00
2008-07-08,2805.61,2843.60,2754.62,2814.95,8020468000.00,87478469668.00
2008-07-09,2838.86,2920.55,2838.86,2920.55,9702611900.00,105832317651.00
2008-07-10,2879.62,2952.04,2862.06,2875.45,9090484100.00,99505895425.00
2008-07-11,2863.81,2888.29,2821.31,2856.63,6482055300.00,69789668051.00
2008-07-14,2837.49,2895.30,2828.24,2878.26,5446592300.00,59458811236.00
2008-07-15,2886.11,2896.33,2769.91,2779.45,7091523400.00,75183081177.00
2008-07-16,2753.90,2765.15,2656.61,2705.87,6004392200.00,60360593536.00
2008-07-17,2747.95,2773.28,2676.15,2684.78,5084233300.00,51451570137.00
2008-07-18,2711.74,2785.53,2665.91,2778.37,5787350000.00,59102962346.00
2008-07-21,2759.88,2865.07,2745.64,2861.42,6648770000.00,69669133696.00
2008-07-22,2852.44,2868.62,2830.76,2846.12,6151910700.00,65130356224.00
2008-07-23,2870.93,2887.58,2831.11,2837.85,6149797500.00,64221812149.00
2008-07-24,2861.81,2912.70,2849.10,2910.29,7250544500.00,77975696786.00
2008-07-25,2875.77,2888.58,2851.93,2865.10,6253105900.00,63867379931.00
2008-07-28,2883.76,2924.45,2883.76,2903.01,6231879200.00,64491646958.00
2008-07-29,2868.01,2868.01,2827.70,2850.31,5863227800.00,59263834814.00
2008-07-30,2884.59,2894.37,2822.19,2836.67,4894688400.00,48912863290.00
2008-07-31,2844.65,2848.00,2774.10,2775.72,4453026900.00,43577577230.00
2008-08-01,2751.02,2830.76,2721.95,2801.82,4921541900.00,50743916796.00
2008-08-04,2782.99,2793.26,2738.85,2741.74,3717031800.00,37566055922.00
2008-08-05,2751.20,2762.26,2684.73,2690.75,4237855200.00,42511686422.00
2008-08-06,2711.60,2743.11,2678.86,2719.37,4060552500.00,41130300109.00
2008-08-07,2717.50,2742.70,2691.36,2727.58,3949212100.00,38724122744.00
2008-08-08,2724.43,2725.93,2595.92,2605.72,4850743700.00,46304907755.00
2008-08-11,2595.89,2601.50,2453.71,2470.07,4716145000.00,41510408309.00
2008-08-12,2445.22,2484.75,2430.85,2457.20,3663263200.00,31055560371.00
2008-08-13,2440.53,2458.77,2370.74,2446.30,4100523100.00,35322519408.00
2008-08-14,2432.20,2454.25,2409.01,2437.08,3130522600.00,27731353259.00
2008-08-15,2434.41,2476.86,2414.57,2450.61,3129606800.00,27201868951.00
2008-08-18,2451.78,2455.50,2318.93,2319.87,5365679600.00,35866644286.00
2008-08-19,2297.24,2355.93,2284.59,2344.47,3859382100.00,27699092355.00
2008-08-20,2332.48,2523.47,2306.66,2523.28,7373666300.00,59038931793.00
2008-08-21,2484.49,2518.44,2431.05,2431.72,6133199000.00,51914051787.00
2008-08-22,2414.46,2426.71,2362.09,2405.23,4628459300.00,36347766869.00
2008-08-25,2408.09,2443.99,2382.29,2413.37,3375721700.00,26848283382.00
2008-08-26,2384.95,2403.02,2327.22,2350.08,4097946600.00,31328604024.00
2008-08-27,2343.88,2385.99,2310.45,2342.15,4095260400.00,32569013718.00
2008-08-28,2341.96,2374.25,2333.03,2350.14,3475273400.00,28602903065.00
2008-08-29,2361.05,2420.85,2352.10,2397.37,4640576800.00,37316396857.00
2008-09-01,2380.47,2380.47,2311.73,2325.14,3626524000.00,28678403207.00
2008-09-02,2312.10,2329.01,2284.92,2304.89,3419029100.00,25957452202.00
2008-09-03,2301.94,2321.53,2248.07,2276.67,4225000600.00,32463648806.00
2008-09-04,2270.52,2295.36,2249.12,2277.41,3416308900.00,25834811521.00
2008-09-05,2224.53,2238.32,2199.36,2202.45,3860817100.00,27970605034.00
2008-09-08,2210.34,2220.55,2135.38,2143.42,3766949700.00,27669314826.00
2008-09-09,2152.28,2161.35,2114.50,2145.78,3072269100.00,21768671830.00
2008-09-10,2131.80,2185.69,2102.91,2150.76,3901204200.00,28504635197.00
2008-09-11,2143.40,2148.12,2070.43,2078.98,3644180300.00,27236533711.00
2008-09-12,2077.55,2104.63,2064.29,2079.67,3031247500.00,22716506578.00
2008-09-16,2049.81,2049.81,1974.39,1986.64,4622344500.00,33820604460.00
2008-09-17,1971.94,1999.95,1922.68,1929.05,4585347200.00,32005441361.00
2008-09-18,1876.12,1942.85,1802.33,1895.84,6633320200.00,43437772072.00
2008-09-19,2067.64,2075.09,2043.32,2075.09,5843353600.00,41555012488.00
2008-09-22,2241.72,2269.73,2164.80,2236.41,13993063600.00,113692449242.00
2008-09-23,2209.12,2253.39,2181.96,2201.51,10016515200.00,77600430791.00
2008-09-24,2133.10,2218.29,2116.96,2216.81,6454781800.00,49021260465.00
2008-09-25,2214.58,2333.28,2211.45,2297.50,10123040400.00,83512907016.00
2008-09-26,2304.12,2310.45,2246.28,2293.78,7825930700.00,66635113117.00
2008-10-06,2267.39,2267.39,2172.57,2173.74,6093813700.00,47348416157.00
2008-10-07,2101.09,2183.00,2072.90,2157.84,5690261100.00,47167609080.00
2008-10-08,2095.91,2127.09,2059.09,2092.22,5075947300.00,40761269628.00
2008-10-09,2125.57,2130.87,2063.41,2074.58,4507100100.00,35875033478.00
2008-10-10,1995.96,2027.83,1963.18,2000.57,5407752700.00,38454349958.00
2008-10-13,1978.56,2074.47,1931.47,2073.57,5663380600.00,41943161643.00
2008-10-14,2139.07,2146.73,2016.18,2017.32,6804248300.00,53353969196.00
2008-10-15,1995.88,2013.49,1963.10,1994.67,4081795700.00,29604089410.00
2008-10-16,1916.13,1943.32,1901.50,1909.94,5067244700.00,35148740337.00
2008-10-17,1921.84,1941.30,1902.60,1930.65,3864729800.00,26152709540.00
2008-10-20,1924.18,1979.84,1890.92,1974.01,4456978500.00,32116330019.00
2008-10-21,1978.67,1996.66,1956.11,1958.53,5409673900.00,38697702640.00
2008-10-22,1932.68,1950.79,1894.31,1895.82,4831036700.00,32351379339.00
2008-10-23,1851.26,1879.85,1828.31,1875.56,4783006500.00,32972464801.00
2008-10-24,1875.63,1888.10,1825.53,1839.62,4624458000.00,31704770170.00
2008-10-27,1809.22,1809.22,1721.60,1723.35,5053479700.00,32207683928.00
2008-10-28,1671.40,1786.43,1664.92,1771.82,5984744100.00,39753246774.00
2008-10-29,1786.20,1795.09,1719.34,1719.81,5218851800.00,35421622163.00
2008-10-30,1732.77,1788.20,1710.73,1763.61,5356092000.00,35407672682.00
2008-10-31,1754.21,1765.68,1721.59,1728.79,4021961900.00,25155807727.00
2008-11-03,1713.76,1750.32,1702.98,1719.77,3585833300.00,23130131374.00
2008-11-04,1707.92,1717.10,1678.96,1706.70,3925345700.00,23806945355.00
2008-11-05,1716.22,1788.26,1716.22,1760.61,6031791100.00,37571925290.00
2008-11-06,1720.42,1728.22,1703.10,1717.72,4568071200.00,27071743425.00
2008-11-07,1686.52,1762.23,1680.60,1747.71,4680765800.00,28642256306.00
2008-11-10,1782.31,1876.16,1782.31,1874.80,9127326300.00,56867292119.00
2008-11-11,1872.07,1887.80,1840.92,1843.61,9087918500.00,56734541210.00
2008-11-12,1820.44,1863.90,1815.08,1859.11,6587332100.00,40990801856.00
2008-11-13,1837.27,1942.90,1825.88,1927.61,12106744100.00,78179424925.00
2008-11-14,1943.96,1987.26,1921.84,1986.44,13043949300.00,87849964152.00
2008-11-17,1981.26,2031.10,1963.85,2030.48,13684065600.00,90212326476.00
2008-11-18,2020.99,2050.88,1889.87,1902.43,15669887900.00,101452985667.00
2008-11-19,1889.35,2023.91,1883.84,2017.47,12880964500.00,84200307892.00
2008-11-20,1977.21,2030.87,1956.73,1983.76,13084057800.00,86046868710.00
2008-11-21,1932.60,2013.18,1893.15,1969.39,12712308400.00,83780374506.00
2008-11-24,1961.21,1974.47,1893.34,1897.06,8451944400.00,54807506516.00
2008-11-25,1925.25,1939.37,1858.16,1888.71,6954117400.00,45757936706.00
2008-11-26,1890.33,1914.71,1873.18,1897.88,6514000300.00,42237583195.00
2008-11-27,2012.69,2022.48,1916.47,1917.86,12233712600.00,83969160775.00
2008-11-28,1901.67,1915.27,1856.29,1871.16,7772228100.00,50507472562.00
2008-12-01,1865.74,1895.76,1838.10,1894.62,8189035300.00,52236308371.00
2008-12-02,1856.97,1907.78,1846.53,1889.64,10428893400.00,67566346386.00
2008-12-03,1903.43,1965.83,1902.94,1965.41,13491612400.00,89000038983.00
2008-12-04,1992.72,2055.21,1985.20,2001.50,17595228000.00,122821692142.00
2008-12-05,1984.26,2019.75,1975.71,2018.66,11849033600.00,80997863137.00
2008-12-08,2049.16,2091.28,2038.19,2090.77,16497306100.00,116505288299.00
2008-12-09,2100.77,2100.81,2036.89,2037.74,14533417900.00,104021561914.00
2008-12-10,2025.03,2079.55,2005.56,2079.12,12825105000.00,93077445923.00
2008-12-11,2072.58,2087.20,2028.73,2031.68,12169674400.00,87773804500.00
2008-12-12,2014.58,2023.18,1932.27,1954.21,10814780800.00,73375910942.00
2008-12-15,1977.03,1989.30,1936.56,1964.37,8153695100.00,55210424406.00
2008-12-16,1948.86,1976.72,1907.83,1975.01,7832854400.00,52832685888.00
2008-12-17,1983.84,2003.38,1971.82,1976.82,9724727800.00,68394891258.00
2008-12-18,1978.97,2016.57,1958.97,2015.69,9216030400.00,64930771689.00
2008-12-19,2006.21,2038.66,1997.12,2018.46,10218339200.00,72954018626.00
2008-12-22,2016.45,2016.45,1965.35,1987.76,8682054800.00,60430366505.00
2008-12-23,1990.05,1990.05,1895.18,1897.22,9898595500.00,66982772287.00
2008-12-24,1873.58,1887.31,1850.86,1863.80,7449575600.00,48333598104.00
2008-12-25,1865.72,1877.77,1832.36,1852.42,6456614700.00,42169635258.00
2008-12-26,1852.91,1866.63,1840.19,1851.52,5325620100.00,34864413042.00
2008-12-29,1846.30,1856.33,1815.41,1850.48,5502139900.00,37095629471.00
2008-12-30,1851.91,1862.94,1826.98,1832.91,5646622100.00,37852627021.00
2008-12-31,1834.95,1844.37,1814.75,1820.81,5039609900.00,33526169662.00
2009-01-05,1849.02,1880.72,1844.09,1880.72,6713671500.00,46100959083.00
2009-01-06,1878.83,1938.69,1871.97,1937.14,9906675600.00,69012567705.00
2009-01-07,1938.97,1948.23,1920.52,1924.01,9236008600.00,63931164740.00
2009-01-08,1890.24,1894.17,1862.26,1878.18,8037400000.00,55076814285.00
2009-01-09,1875.16,1909.35,1875.16,1904.86,7122477900.00,50131264134.00
2009-01-12,1897.70,1924.44,1886.83,1900.35,8364555700.00,59507232593.00
2009-01-13,1880.87,1888.31,1861.81,1863.37,7383646000.00,49268185747.00
2009-01-14,1862.31,1929.28,1862.31,1928.87,8791805100.00,64187216921.00
2009-01-15,1912.77,1937.73,1902.54,1920.21,11598440900.00,83224642456.00
2009-01-16,1928.92,1984.73,1928.92,1954.44,13297253800.00,100032422214.00
2009-01-19,1971.00,2018.51,1966.19,1986.67,10940136100.00,81124780587.00
2009-01-20,1981.15,1994.81,1956.10,1994.11,7456538900.00,55559942615.00
2009-01-21,1965.94,2007.91,1960.53,1985.02,8728919800.00,68074243531.00
2009-01-22,1996.09,2009.85,1980.44,2004.95,8828449500.00,66506084643.00
2009-01-23,2001.17,2008.79,1986.35,1990.66,8596770600.00,62932392386.00
2009-02-02,2008.13,2012.74,1987.13,2011.68,8476627200.00,61818715800.00
2009-02-03,2011.77,2060.93,2005.02,2060.81,13440769400.00,96712688397.00
2009-02-04,2068.09,2108.26,2067.79,2107.75,15178586700.00,110696114214.00
2009-02-05,2106.84,2149.48,2082.60,2098.02,16535219700.00,124500738446.00
2009-02-06,2102.08,2185.09,2102.08,2181.24,16086018900.00,120665866595.00
2009-02-09,2211.32,2238.89,2196.71,2224.71,19231268600.00,150469045890.00
2009-02-10,2218.49,2266.40,2197.01,2265.16,17258736100.00,135681439586.00
2009-02-11,2230.49,2305.70,2218.30,2260.82,20932807400.00,172321488281.00
2009-02-12,2265.79,2274.20,2191.89,2248.09,17397684800.00,142103890049.00
2009-02-13,2249.18,2323.12,2236.18,2320.79,19971551200.00,164495583289.00
2009-02-16,2338.76,2389.88,2328.18,2389.39,21142761000.00,177943626091.00
2009-02-17,2387.35,2402.81,2316.93,2319.44,19811783600.00,169208652573.00
2009-02-18,2271.26,2295.74,2206.06,2209.86,16246187900.00,135271731033.00
2009-02-19,2224.49,2247.62,2190.47,2227.13,12984405000.00,108339620206.00
2009-02-20,2234.36,2262.33,2206.21,2261.48,12893810500.00,109165791609.00
2009-02-23,2249.29,2313.59,2219.71,2305.78,16028911800.00,138632957860.00
2009-02-24,2273.76,2295.59,2193.27,2200.65,18385310600.00,158380699123.00
2009-02-25,2222.51,2234.02,2142.60,2206.57,15237689800.00,131714313637.00
2009-02-26,2201.67,2237.55,2102.35,2121.25,14863885200.00,127405686890.00
2009-02-27,2100.06,2123.24,2064.92,2082.85,12290521000.00,98102105111.00
2009-03-02,2066.23,2102.11,2052.99,2093.45,8746258700.00,72211341967.00
2009-03-03,2047.21,2088.63,2037.02,2071.43,9778172800.00,79994309136.00
2009-03-04,2076.62,2201.73,2076.62,2198.11,15481127500.00,127892955248.00
2009-03-05,2220.15,2241.76,2173.49,2221.08,18244110500.00,154447113354.00
2009-03-06,2180.79,2221.04,2171.67,2193.01,12386323300.00,105456001939.00
2009-03-09,2205.75,2232.67,2116.45,2118.75,12430064700.00,103789266892.00
2009-03-10,2097.14,2159.27,2088.16,2158.57,8394026200.00,69210911817.00
2009-03-11,2199.98,2203.53,2133.14,2139.03,10372345300.00,88140678289.00
2009-03-12,2127.73,2136.80,2086.02,2133.88,8721315100.00,70844692379.00
2009-03-13,2148.42,2166.02,2124.98,2128.85,8350488700.00,71086096898.00
2009-03-16,2122.41,2158.90,2108.61,2153.29,7338263500.00,61350177716.00
2009-03-17,2156.77,2225.19,2151.78,2218.33,13080542300.00,112232753431.00
2009-03-18,2227.98,2255.01,2221.59,2223.72,14699459900.00,125865348731.00
2009-03-19,2227.34,2268.14,2220.16,2265.76,14582231900.00,127776268560.00
2009-03-20,2272.44,2294.12,2250.41,2281.09,15052366400.00,133689859541.00
2009-03-23,2286.25,2329.18,2276.81,2325.48,16006023500.00,150481167173.00
2009-03-24,2359.68,2369.45,2327.43,2338.42,16272708100.00,149657505366.00
2009-03-25,2333.16,2355.69,2291.36,2291.55,14484246900.00,132141017314.00
2009-03-26,2296.05,2362.05,2274.89,2361.70,15855682200.00,142115262676.00
2009-03-27,2380.63,2392.77,2361.09,2374.44,18652838900.00,162372580273.00
2009-03-30,2377.96,2380.19,2348.53,2358.04,13988060600.00,126966646884.00
2009-03-31,2313.88,2375.71,2299.16,2373.21,14269549800.00,135218694637.00
2009-04-01,2380.98,2422.63,2380.98,2408.02,17985761900.00,166542110985.00
2009-04-02,2417.22,2450.00,2417.11,2425.29,18838598300.00,172522522029.00
2009-04-03,2446.12,2456.81,2406.50,2419.78,17025168400.00,157219614568.00
2009-04-07,2422.10,2449.54,2407.51,2439.18,12420922300.00,116789605458.00
2009-04-08,2429.88,2435.39,2346.54,2347.39,14680915700.00,135641110560.00
2009-04-09,2345.01,2380.93,2331.88,2379.88,11323497600.00,106619208493.00
2009-04-10,2400.01,2444.98,2392.80,2444.23,15749119600.00,155514586745.00
